id,name,age,address,cell phone,gender,height,weight,bmi
4606,강도재,63,인천 서북구 123-45,010-8833-8226,여성,171.000000,63.299999,21.647684
4607,김다우,65,화성 흥덕구 123-45,010-9851-4018,남성,156.699997,43.599998,17.756140
4608,임태솔,31,용인 성북구 123-45,010-1192-4403,여성,178.300003,48.700001,15.318853
4609,신소솔,40,광주 달서구 123-45,010-3882-5380,여성,174.899994,55.599998,18.175869
4610,임시현,61,천안 진해구 123-45,010-6931-3923,남성,163.600006,53.599998,20.026182
4611,임은서,25,세종 북구 123-45,010-7352-4857,여성,175.100006,90.500000,29.517275
4612,윤나민,55,울산 송파구 123-45,010-2957-2981,남성,158.800003,74.400002,29.503389
4613,신선율,64,대구 진해구 123-45,010-8446-1729,남성,177.500000,70.900002,22.503471
4614,최서민,73,창원 북구 123-45,010-2041-9483,남성,150.399994,52.599998,23.253595
4615,임시호,52,김해 수성구 123-45,010-8948-4733,남성,159.300003,53.500000,21.082504
4616,조민아,65,창원 덕양구 123-45,010-8184-7464,남성,153.100006,97.000000,41.382942
4617,김다안,50,울산 강서구 123-45,010-8372-9111,여성,161.600006,92.400002,35.382561
4618,김다유,39,성남 기흥구 123-45,010-3572-6541,여성,150.399994,49.700001,21.971554
4619,박유훈,44,부산 성동구 123-45,010-9520-7170,남성,170.300003,96.199997,33.170021
4620,한아현,76,포항 달서구 123-45,010-3658-8885,남성,166.199997,52.599998,19.042490
4621,임소호,62,전주 성동구 123-45,010-7653-6751,여성,177.100006,57.700001,18.396648
4622,최채슬,34,성남 수성구 123-45,010-2173-3204,남성,171.199997,82.699997,28.216164
4623,임건진,40,세종 신제주 123-45,010-6306-5903,남성,168.500000,82.000000,28.881123
4624,조서율,63,성남 중구 123-45,010-4652-1780,남성,161.000000,57.900002,22.337101
4625,박진우,41,평택 서구 123-45,010-2114-7952,여성,169.199997,49.299999,17.220518
4626,신유현,24,안양 강서구 123-45,010-6490-6703,여성,178.399994,79.300003,24.916298
4627,윤나우,29,부산 서구 123-45,010-2776-3566,여성,150.500000,63.900002,28.211611
4628,정서아,79,부산 덕양구 123-45,010-1008-2461,남성,155.000000,84.500000,35.171696
4629,박현서,55,전주 강서구 123-45,010-5777-8498,남성,175.399994,64.699997,21.030281
4630,박현서,41,안양 성북구 123-45,010-1586-6251,여성,177.199997,83.699997,26.656187
4631,한태유,36,서울 강남구 123-45,010-4185-4090,여성,174.199997,98.599998,32.492310
4632,정예윤,66,울산 중구 123-45,010-5615-8391,남성,161.399994,85.300003,32.744774
4633,장현슬,31,제주 강남구 123-45,010-3780-8412,남성,176.300003,56.099998,18.049212
4634,장채민,31,제주 분당구 123-45,010-9055-7834,남성,161.699997,87.500000,33.464787
4635,윤도현,63,인천 분당구 123-45,010-5328-2160,남성,151.600006,41.500000,18.057169
4636,윤수린,40,대구 서구 123-45,010-2820-1416,여성,172.600006,71.900002,24.135000
4637,임다린,76,청주 강남구 123-45,010-9282-7480,남성,156.100006,98.599998,40.464207
4638,정시현,70,포항 신제주 123-45,010-2611-1811,여성,162.500000,73.099998,27.682840
4639,김수재,46,대구 일산동구 123-45,010-4299-4352,여성,169.600006,51.099998,17.765160
4640,이도빈,53,안양 기흥구 123-45,010-3176-2789,여성,154.800003,83.500000,34.845329
4641,임나린,63,울산 수성구 123-45,010-1354-9997,여성,164.800003,57.599998,21.208408
4642,서나호,67,전주 성북구 123-45,010-6166-5450,여성,172.100006,62.900002,21.236790
4643,한건아,56,남양주 서북구 123-45,010-2579-1420,남성,166.300003,97.400002,35.218792
4644,서유유,26,울산 기흥구 123-45,010-2767-8115,여성,176.000000,43.799999,14.139979
4645,서도린,63,성남 덕양구 123-45,010-3917-6085,남성,156.699997,56.500000,23.009676
4646,한다민,50,남양주 북구 123-45,010-8630-2402,여성,150.100006,76.400002,33.910324
4647,장수훈,27,남양주 진해구 123-45,010-4037-2986,남성,171.199997,98.500000,33.606918
4648,장민안,39,창원 강남구 123-45,010-8754-1684,여성,167.600006,98.699997,35.137352
4649,서나슬,45,천안 유성구 123-45,010-7068-9335,여성,168.300003,73.000000,25.772385
4650,윤태현,45,전주 강남구 123-45,010-5159-1337,여성,153.899994,82.099998,34.662987
4651,이아람,34,대구 송파구 123-45,010-7120-2878,여성,153.100006,53.299999,22.739286
4652,이도윤,45,김해 흥덕구 123-45,010-1590-7814,남성,180.000000,57.500000,17.746914
4653,오소윤,69,부산 진해구 123-45,010-4419-1822,여성,152.899994,71.400002,30.541002
4654,최지연,66,울산 덕양구 123-45,010-2397-7363,여성,162.600006,62.500000,23.639534
4655,한서안,56,전주 강서구 123-45,010-1384-4587,남성,173.600006,64.099998,21.269562
4656,이현훈,64,인천 덕양구 123-45,010-1804-6169,여성,150.600006,73.300003,32.318710
4657,최건안,31,전주 성북구 123-45,010-6357-4474,남성,177.600006,93.599998,29.674944
4658,이시린,33,포항 진해구 123-45,010-3863-1505,남성,172.399994,52.700001,17.731117
4659,최태빈,74,김해 신제주 123-45,010-8827-6242,남성,165.800003,40.500000,14.732822
4660,이선호,67,제주 신제주 123-45,010-7937-1000,남성,174.500000,68.800003,22.594233
4661,한하현,61,청주 신제주 123-45,010-3319-7296,여성,172.100006,56.700001,19.143497
4662,서아진,34,천안 기흥구 123-45,010-7613-8515,남성,173.399994,56.900002,18.924051
4663,신수훈,45,화성 신제주 123-45,010-1178-3979,여성,154.300003,58.799999,24.697073
4664,윤소연,35,고양 강서구 123-45,010-3311-4138,남성,172.699997,61.000000,20.452442
4665,김선연,24,수원 유성구 123-45,010-4817-7901,여성,161.399994,50.900002,19.539379
4666,조시우,76,창원 진해구 123-45,010-5067-7636,여성,152.100006,96.199997,41.583076
4667,오태우,75,천안 수성구 123-45,010-3811-3300,남성,163.899994,81.900002,30.487797
4668,장은현,73,천안 달서구 123-45,010-2677-9809,여성,174.300003,54.500000,17.939144
4669,조현우,30,안산 북구 123-45,010-6467-5944,여성,176.100006,83.900002,27.054731
4670,장나서,74,평택 서구 123-45,010-4136-4774,여성,155.699997,51.599998,21.284945
4671,서도호,55,평택 동구 123-45,010-5845-6399,남성,151.300003,58.099998,25.380388
4672,한선율,47,인천 흥덕구 123-45,010-5013-4036,남성,169.600006,53.000000,18.425705
4673,정다진,31,대구 성북구 123-45,010-4060-5024,남성,154.199997,76.400002,32.131031
4674,강시현,73,김해 일산동구 123-45,010-6706-2694,남성,158.100006,54.700001,21.883841
4675,윤소진,26,천안 덕양구 123-45,010-6012-9368,남성,161.399994,61.900002,23.762033
4676,최지서,33,포항 진해구 123-45,010-3324-6632,남성,170.600006,40.099998,13.778002
4677,김서현,39,안산 성동구 123-45,010-5489-8594,남성,167.699997,93.900002,33.388699
4678,임태우,58,창원 수성구 123-45,010-6748-3073,여성,170.800003,93.599998,32.084854
4679,오다슬,31,안산 북구 123-45,010-9309-7917,남성,179.899994,96.300003,29.755280
4680,최다서,21,광주 분당구 123-45,010-4238-8076,여성,150.000000,79.699997,35.422222
4681,박나율,43,대전 장유동 123-45,010-5397-5615,여성,172.000000,54.799999,18.523525
4682,한유윤,30,고양 남구 123-45,010-7210-5255,여성,157.399994,97.099998,39.193119
4683,윤서윤,66,청주 강남구 123-45,010-1500-7704,여성,175.800003,93.900002,30.382805
4684,강은율,51,안산 덕진구 123-45,010-7002-7886,남성,152.399994,74.800003,32.205624
4685,임나안,58,안산 기흥구 123-45,010-7884-4469,여성,169.899994,95.000000,32.910686
4686,한나유,56,화성 성동구 123-45,010-9091-1935,여성,177.199997,87.099998,27.738995
4687,임서슬,25,천안 송파구 123-45,010-9301-9051,여성,174.800003,50.599998,16.560278
4688,오태서,25,전주 분당구 123-45,010-6163-2719,여성,165.500000,43.099998,15.735526
4689,최채유,51,김해 유성구 123-45,010-8645-6564,남성,151.699997,84.699997,36.805462
4690,임선서,49,수원 진해구 123-45,010-5720-2156,남성,173.699997,75.300003,24.957170
4691,최예슬,47,고양 남구 123-45,010-6104-6459,남성,152.399994,75.400002,32.463959
4692,조태민,27,대구 덕진구 123-45,010-4440-1807,여성,165.800003,90.900002,33.067001
4693,정소율,40,포항 진해구 123-45,010-3599-1467,남성,168.100006,64.099998,22.684153
4694,서태호,50,수원 송파구 123-45,010-4395-4519,남성,177.300003,67.900002,21.599930
4695,김현재,36,안산 남구 123-45,010-9456-9839,여성,179.899994,82.199997,25.398586
4696,최태진,46,남양주 성동구 123-45,010-2005-1941,남성,152.399994,70.900002,30.526453
4697,오다린,21,안양 성동구 123-45,010-4866-2131,여성,178.399994,58.900002,18.506557
4698,김은슬,30,청주 덕진구 123-45,010-7331-5941,남성,172.000000,82.500000,27.886696
4699,최유람,29,화성 팔달구 123-45,010-1598-8578,여성,155.699997,99.000000,40.837395
4700,최수람,47,광주 서구 123-45,010-4522-7261,여성,159.600006,71.099998,27.912825
4701,임선슬,22,전주 기흥구 123-45,010-9778-8683,여성,176.399994,64.800003,20.824659
4702,강민윤,31,대전 덕진구 123-45,010-1998-4610,남성,170.899994,67.199997,23.008331
4703,이예호,20,제주 중구 123-45,010-2674-1415,남성,176.500000,46.099998,14.798289
4704,강유연,66,김해 성북구 123-45,010-6468-5968,여성,154.100006,46.799999,19.707911
4705,이건민,29,부산 기흥구 123-45,010-8280-1733,여성,173.100006,68.199997,22.760939
4706,이선영,34,포항 덕진구 123-45,010-4495-5398,남성,157.699997,92.900002,37.355305
4707,한아우,27,평택 분당구 123-45,010-8682-9571,여성,162.399994,97.900002,37.120232
4708,강예람,35,용인 덕양구 123-45,010-8243-5350,남성,161.699997,54.700001,20.920271
4709,최예훈,20,대전 성북구 123-45,010-5610-4329,여성,164.699997,58.200001,21.455360
4710,윤소빈,77,창원 북구 123-45,010-1569-9704,남성,152.899994,42.900002,18.350266
4711,한시훈,26,광주 남구 123-45,010-7710-2040,여성,167.699997,84.199997,29.939598
4712,이예서,56,울산 성동구 123-45,010-4204-4511,여성,164.399994,70.599998,26.121679
4713,강소영,73,대전 서구 123-45,010-1349-3392,남성,157.300003,91.099998,36.818058
4714,신하안,72,대전 팔달구 123-45,010-2692-8577,남성,163.699997,66.000000,24.628990
4715,김지아,74,수원 중구 123-45,010-5507-6984,남성,169.199997,88.000000,30.738451
4716,신유람,55,안양 덕양구 123-45,010-2214-2483,남성,169.300003,76.599998,26.724821
4717,임예호,79,안양 일산동구 123-45,010-1424-5602,여성,175.000000,67.300003,21.975512
4718,오지우,70,김해 덕양구 123-45,010-5591-8882,여성,151.199997,47.400002,20.733604
4719,신민연,65,울산 유성구 123-45,010-2799-2872,남성,167.500000,70.900002,25.270664
4720,오유진,35,천안 달서구 123-45,010-5833-4855,여성,155.199997,84.000000,34.873528
4721,이현린,72,부산 진해구 123-45,010-1187-6331,남성,153.000000,40.799999,17.429193
4722,신소서,34,서울 강남구 123-45,010-3559-2208,남성,176.000000,50.900002,16.432077
4723,박현진,78,수원 북구 123-45,010-9541-1287,남성,160.300003,91.599998,35.647446
4724,조민연,22,인천 신제주 123-45,010-4509-6178,남성,173.199997,68.500000,22.834673
4725,강채아,64,울산 덕양구 123-45,010-8031-3731,남성,160.699997,82.900002,32.101315
4726,윤수슬,50,안산 신제주 123-45,010-5006-8015,여성,166.500000,68.500000,24.709394
4727,임건아,25,전주 진해구 123-45,010-7138-7119,여성,154.600006,95.199997,39.830704
4728,신건훈,60,대구 덕진구 123-45,010-4448-8423,남성,157.300003,94.199997,38.070923
4729,김은호,34,천안 덕양구 123-45,010-5231-8533,남성,178.699997,88.000000,27.557106
4730,조선재,34,천안 신제주 123-45,010-5982-9381,남성,172.899994,84.900002,28.399960
4731,임현재,39,광주 동구 123-45,010-1752-4538,남성,173.899994,85.699997,28.338814
4732,신시연,67,세종 남구 123-45,010-5900-1947,여성,166.600006,64.500000,23.238586
4733,정은훈,72,청주 해운대구 123-45,010-6016-4642,여성,168.100006,51.200001,18.119011
4734,이도유,60,울산 덕진구 123-45,010-6350-1209,여성,176.699997,71.300003,22.835812
4735,정수람,21,김해 남구 123-45,010-2856-4527,여성,171.100006,69.199997,23.637743
4736,한현린,60,남양주 수성구 123-45,010-7752-9913,남성,162.000000,85.599998,32.616982
4737,임서영,28,김해 성북구 123-45,010-7918-5149,남성,164.000000,87.300003,32.458359
4738,강다안,68,세종 서북구 123-45,010-1349-9620,남성,178.000000,69.699997,21.998486
4739,박나현,51,성남 유성구 123-45,010-1893-4462,남성,164.000000,52.500000,19.519630
4740,박다율,41,서울 성북구 123-45,010-8429-9740,남성,166.600006,51.799999,18.662926
4741,한수우,60,김해 달서구 123-45,010-1736-2425,남성,166.100006,61.200001,22.182585
4742,정도아,63,남양주 중구 123-45,010-4367-9126,남성,179.500000,40.900002,12.693881
4743,임아재,67,제주 서북구 123-45,010-2071-9738,여성,170.500000,89.099998,30.649889
4744,박현우,50,안양 흥덕구 123-45,010-2051-9062,여성,178.300003,61.799999,19.439531
4745,한아재,30,청주 팔달구 123-45,010-2077-5785,여성,176.300003,90.199997,29.020300
4746,장도빈,36,김해 기흥구 123-45,010-8445-9821,여성,151.100006,94.199997,41.259308
4747,김태호,64,화성 남구 123-45,010-5958-5774,남성,155.399994,59.799999,24.762768
4748,임소호,64,화성 강남구 123-45,010-8995-1647,여성,156.800003,42.200001,17.164070
4749,이나유,69,광주 송파구 123-45,010-2263-5128,남성,157.399994,41.000000,16.549103
4750,장시우,65,제주 분당구 123-45,010-8330-2786,여성,163.600006,67.300003,25.144817
4751,박유훈,77,제주 서구 123-45,010-1512-8267,남성,170.699997,55.200001,18.944016
4752,최선람,21,전주 강서구 123-45,010-5519-1808,여성,157.399994,58.200001,23.491653
4753,이선우,23,창원 진해구 123-45,010-5886-7642,여성,173.699997,80.900002,26.813215
4754,한은린,26,울산 신제주 123-45,010-3050-2757,남성,177.899994,74.199997,23.445097
4755,윤수윤,53,세종 덕진구 123-45,010-4812-7520,남성,172.500000,69.300003,23.289227
4756,오지호,56,인천 동구 123-45,010-1121-6457,여성,153.300003,43.799999,18.637590
4757,박나우,76,용인 분당구 123-45,010-3648-1641,여성,171.600006,97.199997,33.008945
4758,최지린,60,서울 성동구 123-45,010-4844-5218,남성,161.300003,71.300003,27.404430
4759,이건솔,24,포항 성북구 123-45,010-7697-1905,여성,168.399994,42.200001,14.880870
4760,이시영,28,세종 기흥구 123-45,010-6921-4176,남성,156.100006,44.000000,18.057051
4761,임지연,22,성남 팔달구 123-45,010-9912-3684,남성,156.600006,97.900002,39.920788
4762,박수유,68,인천 유성구 123-45,010-8563-7668,여성,171.699997,63.700001,21.607216
4763,박선연,34,제주 강서구 123-45,010-7609-8284,여성,151.500000,94.500000,41.172436
4764,장은영,71,대전 장유동 123-45,010-4571-6467,남성,176.100006,44.900002,14.478635
4765,서예람,73,천안 팔달구 123-45,010-1062-3292,남성,152.600006,46.599998,20.011372
4766,조건아,43,포항 흥덕구 123-45,010-4601-2921,남성,164.000000,96.699997,35.953300
4767,최서솔,46,포항 해운대구 123-45,010-4818-6505,남성,165.000000,77.199997,28.356291
4768,조은현,48,고양 남구 123-45,010-2599-5936,여성,176.800003,58.799999,18.811039
4769,정은아,65,광주 성동구 123-45,010-7878-9672,남성,177.000000,45.200001,14.427527
4770,박하윤,45,김해 성북구 123-45,010-1028-3494,여성,161.199997,42.200001,16.239864
4771,정진율,62,화성 흥덕구 123-45,010-4222-3962,여성,171.199997,44.200001,15.080466
4772,이수안,22,제주 장유동 123-45,010-4697-6627,남성,179.699997,63.000000,19.509424
4773,장건훈,22,대전 강서구 123-45,010-4635-1619,남성,172.300003,85.000000,28.631779
4774,최진호,23,서울 서구 123-45,010-4365-8869,남성,165.800003,50.599998,18.406933
4775,박유아,62,천안 신제주 123-45,010-1041-6571,여성,173.600006,90.699997,30.095932
4776,이예슬,22,포항 장유동 123-45,010-2011-9840,여성,157.300003,95.400002,38.555904
4777,박현민,23,광주 수성구 123-45,010-3357-3899,여성,155.699997,60.500000,24.956186
4778,신시람,38,화성 성북구 123-45,010-7950-2820,여성,179.000000,86.000000,26.840611
4779,윤다진,39,남양주 북구 123-45,010-5403-6923,여성,179.100006,90.500000,28.213530
4780,장나서,79,포항 유성구 123-45,010-4329-3234,여성,154.300003,44.000000,18.480803
4781,김채유,31,청주 성북구 123-45,010-5632-4085,여성,152.300003,90.400002,38.973431
4782,강하람,77,부산 동구 123-45,010-2690-8464,여성,159.399994,93.699997,36.877628
4783,장아현,69,창원 흥덕구 123-45,010-9656-8322,남성,178.699997,95.500000,29.905724
4784,한소아,51,성남 중구 123-45,010-8525-2475,남성,161.100006,91.000000,35.063099
4785,이도율,24,천안 성동구 123-45,010-2344-8807,여성,161.300003,89.500000,34.399670
4786,강건윤,38,대구 진해구 123-45,010-3507-6674,남성,151.399994,44.500000,19.413700
4787,정다훈,51,천안 성동구 123-45,010-5557-1204,남성,164.100006,51.400002,19.087364
4788,장민유,46,창원 중구 123-45,010-2236-1949,여성,172.000000,92.300003,31.199297
4789,박수슬,33,대전 분당구 123-45,010-3722-5117,여성,153.800003,90.000000,38.047825
4790,윤시재,68,포항 신제주 123-45,010-1031-3738,여성,170.100006,81.099998,28.029295
4791,조채율,41,창원 진해구 123-45,010-5259-2231,남성,158.000000,92.199997,36.933182
4792,신은린,70,화성 강남구 123-45,010-9375-9296,남성,175.500000,88.400002,28.701067
4793,정수빈,54,안산 덕양구 123-45,010-5069-8679,여성,177.800003,86.199997,27.267401
4794,윤다연,76,청주 남구 123-45,010-7260-1289,남성,172.399994,50.299999,16.923628
4795,조선훈,26,수원 북구 123-45,010-2241-5176,여성,172.399994,89.300003,30.045330
4796,정서민,78,세종 팔달구 123-45,010-4974-9006,남성,157.800003,86.800003,34.858261
4797,최민민,49,고양 해운대구 123-45,010-9033-9474,남성,160.899994,79.099998,30.553743
4798,오다슬,30,수원 분당구 123-45,010-3181-3491,여성,166.199997,56.299999,20.381981
4799,윤은율,28,고양 달서구 123-45,010-6333-5828,여성,151.199997,98.000000,42.866943
4800,강예아,27,용인 덕진구 123-45,010-1345-5604,여성,175.399994,53.400002,17.357298
4801,임태재,63,부산 송파구 123-45,010-7455-2757,남성,152.800003,43.000000,18.417122
4802,신수유,66,남양주 달서구 123-45,010-4165-7165,남성,179.199997,49.700001,15.476773
4803,조유빈,25,천안 장유동 123-45,010-8908-3549,남성,151.399994,97.500000,42.535633
4804,한지아,62,수원 진해구 123-45,010-3848-3418,여성,179.899994,61.400002,18.971693
4805,이유윤,32,평택 강남구 123-45,010-8154-2478,여성,173.899994,47.500000,15.707045
4806,강건서,70,서울 북구 123-45,010-5883-1155,여성,169.300003,93.000000,32.446583
4807,김유재,59,전주 성북구 123-45,010-2923-4203,여성,163.699997,86.599998,32.316219
4808,오하윤,44,세종 일산동구 123-45,010-6917-4925,남성,151.000000,50.400002,22.104296
4809,장유민,72,광주 팔달구 123-45,010-5500-4518,여성,159.500000,48.400002,19.024969
4810,박시슬,54,평택 북구 123-45,010-2093-6254,여성,170.100006,79.599998,27.510874
4811,장유유,55,전주 강서구 123-45,010-9204-2069,남성,174.899994,86.300003,28.211828
4812,김채진,63,수원 중구 123-45,010-7879-9522,여성,170.000000,67.199997,23.252594
4813,조지영,35,대구 동구 123-45,010-1380-2114,남성,169.000000,74.300003,26.014496
4814,최예영,38,전주 기흥구 123-45,010-7153-5892,남성,162.000000,94.699997,36.084438
4815,서도안,53,성남 분당구 123-45,010-6333-2839,여성,161.500000,92.800003,35.579754
4816,서건재,34,서울 분당구 123-45,010-5218-9558,남성,157.500000,56.200001,22.655581
4817,장태슬,74,포항 성동구 123-45,010-3087-5818,여성,154.100006,83.300003,35.078396
4818,오다안,78,대전 분당구 123-45,010-1113-3145,여성,156.100006,49.900002,20.478338
4819,서민안,47,안산 팔달구 123-45,010-7686-9485,남성,159.100006,51.700001,20.424440
4820,조예안,34,대구 분당구 123-45,010-1957-4237,남성,151.800003,58.700001,25.473850
4821,임태연,46,광주 기흥구 123-45,010-7141-5374,여성,179.399994,92.000000,28.585316
4822,오태현,72,전주 중구 123-45,010-3246-4877,여성,157.600006,40.900002,16.466862
4823,임나아,28,제주 일산동구 123-45,010-5538-4695,남성,160.300003,40.400002,15.722236
4824,서현윤,34,남양주 북구 123-45,010-8523-5616,남성,163.500000,57.900002,21.659233
4825,강나슬,33,수원 성동구 123-45,010-4022-6295,여성,166.199997,59.099998,21.395649
4826,한선린,58,대구 남구 123-45,010-2664-9813,여성,174.699997,58.299999,19.102173
4827,한유호,27,제주 서구 123-45,010-5689-2831,여성,154.600006,65.000000,27.195333
4828,한건슬,65,천안 강서구 123-45,010-2765-6099,여성,162.100006,60.299999,22.948338
4829,장유율,75,포항 남구 123-45,010-8436-9323,여성,162.500000,78.599998,29.765680
4830,이도아,50,포항 동구 123-45,010-9548-5127,여성,174.699997,70.300003,23.034010
4831,서은연,65,고양 일산동구 123-45,010-7067-7544,남성,166.699997,83.300003,29.976013
4832,서도린,63,청주 기흥구 123-45,010-7159-6685,남성,163.000000,61.599998,23.184916
4833,김다아,63,수원 신제주 123-45,010-2874-6237,남성,169.800003,70.199997,24.347910
4834,조채민,47,안양 송파구 123-45,010-8262-5857,남성,170.800003,51.200001,17.550690
4835,최시유,74,세종 덕양구 123-45,010-2999-2961,여성,151.000000,64.199997,28.156660
4836,최아솔,38,성남 분당구 123-45,010-7129-2945,여성,153.100006,55.799999,23.805857
4837,신건우,31,고양 서구 123-45,010-4686-7403,여성,161.300003,69.199997,26.597284
4838,윤유율,24,천안 성북구 123-45,010-5960-2137,여성,166.199997,64.099998,23.205772
4839,김지윤,58,고양 덕양구 123-45,010-8605-1474,여성,163.399994,90.400002,33.858238
4840,이하율,41,인천 흥덕구 123-45,010-9201-4901,남성,168.600006,66.500000,23.394106
4841,한도율,48,안양 수성구 123-45,010-7140-8177,여성,176.899994,49.099998,15.690105
4842,한은린,55,포항 서북구 123-45,010-9171-2043,남성,158.600006,64.000000,25.443306
4843,김아호,63,부산 북구 123-45,010-9617-8341,남성,160.500000,42.099998,16.343008
4844,서선연,72,김해 일산동구 123-45,010-6062-1610,여성,166.500000,72.900002,26.296568
4845,김시아,77,수원 강서구 123-45,010-2364-3918,여성,150.800003,88.099998,38.741211
4846,최민진,27,전주 남구 123-45,010-5917-7974,여성,169.100006,99.099998,34.656635
4847,이건율,62,청주 수성구 123-45,010-6001-7184,남성,158.800003,83.900002,33.270622
4848,박예연,69,성남 덕진구 123-45,010-2567-2963,여성,161.600006,56.500000,21.635439
4849,정시현,42,수원 장유동 123-45,010-9268-9652,남성,154.000000,85.199997,35.925114
4850,조하윤,66,울산 성북구 123-45,010-6227-9432,여성,160.600006,74.300003,28.806978
4851,정하람,47,부산 기흥구 123-45,010-4849-1457,여성,170.100006,83.900002,28.997015
4852,박민람,31,안산 서구 123-45,010-5444-8097,여성,168.000000,87.400002,30.966555
4853,박소람,48,서울 장유동 123-45,010-5569-3765,남성,173.699997,43.799999,14.516919
4854,서소윤,59,제주 유성구 123-45,010-4193-3636,남성,162.800003,74.199997,27.995943
4855,서수우,25,청주 달서구 123-45,010-1366-7843,남성,157.500000,86.900002,35.031494
4856,강서재,45,대전 일산동구 123-45,010-2213-2935,여성,160.399994,43.299999,16.829809
4857,신아우,48,고양 일산동구 123-45,010-1554-6523,남성,155.899994,60.900002,25.056772
4858,서소진,69,남양주 장유동 123-45,010-7006-3816,여성,153.100006,83.599998,35.666122
4859,김수윤,50,용인 강서구 123-45,010-2264-5959,남성,159.300003,76.300003,30.067200
4860,박민빈,30,제주 동구 123-45,010-5353-7706,여성,150.399994,48.799999,21.573677
4861,이아호,60,고양 남구 123-45,010-4014-4880,남성,178.600006,91.099998,28.559820
4862,신시솔,71,화성 팔달구 123-45,010-5181-4428,남성,163.500000,44.700001,16.721376
4863,오도율,39,광주 덕양구 123-45,010-8571-6414,남성,155.800003,92.199997,37.983585
4864,조아솔,51,안양 달서구 123-45,010-7041-9756,남성,160.399994,59.000000,22.932072
4865,윤현민,61,수원 팔달구 123-45,010-5288-5463,여성,154.699997,94.199997,39.361378
4866,정시훈,55,대전 서구 123-45,010-3768-3873,남성,156.600006,81.800003,33.355675
4867,장수윤,54,화성 신제주 123-45,010-1512-6189,여성,178.699997,62.500000,19.571808
4868,윤은슬,36,제주 팔달구 123-45,010-1237-1625,남성,178.399994,59.500000,18.695078
4869,임예훈,22,서울 수성구 123-45,010-6399-8394,여성,179.399994,54.500000,16.933693
4870,서태빈,25,포항 북구 123-45,010-8430-1127,여성,154.300003,40.799999,17.136745
4871,서은아,48,제주 강서구 123-45,010-8631-8168,남성,170.600006,70.500000,24.223171
4872,강아현,63,천안 성동구 123-45,010-3822-9089,남성,152.899994,94.400002,40.379139
4873,강아진,44,광주 덕진구 123-45,010-8907-4093,여성,175.699997,95.500000,30.935694
4874,윤하영,47,천안 성동구 123-45,010-5120-8490,여성,162.100006,73.300003,27.895742
4875,정은진,25,광주 성북구 123-45,010-7473-7196,남성,150.100006,43.900002,19.485121
4876,윤수우,50,대구 서북구 123-45,010-6742-1711,남성,169.600006,89.199997,31.010807
4877,신건율,70,광주 수성구 123-45,010-7749-1265,남성,161.300003,65.800003,25.290483
4878,강서연,65,평택 달서구 123-45,010-2208-3309,남성,178.800003,73.500000,22.990705
4879,최소현,54,제주 일산동구 123-45,010-3772-8439,남성,177.800003,87.099998,27.552095
4880,신시슬,52,화성 장유동 123-45,010-6140-7866,여성,152.100006,97.400002,42.101788
4881,최지유,75,제주 해운대구 123-45,010-2807-4501,남성,171.300003,66.900002,22.798769
4882,한수유,62,천안 진해구 123-45,010-1619-5344,여성,168.899994,78.500000,27.517590
4883,박선현,34,화성 해운대구 123-45,010-3198-7010,여성,163.899994,72.800003,27.100264
4884,장은재,58,김해 달서구 123-45,010-1467-8354,남성,160.699997,89.300003,34.579582
4885,윤현유,79,고양 성북구 123-45,010-1445-4169,여성,168.300003,54.400002,19.205723
4886,오도유,44,고양 해운대구 123-45,010-4064-7406,남성,177.199997,88.400002,28.153011
4887,이현윤,44,수원 일산동구 123-45,010-2229-9626,남성,163.300003,57.799999,21.674816
4888,장나안,42,전주 서북구 123-45,010-2356-4862,여성,166.100006,92.900002,33.672585
4889,강소슬,74,울산 북구 123-45,010-1610-7340,남성,163.399994,53.000000,19.850517
4890,조선아,79,안산 동구 123-45,010-4928-2490,여성,159.800003,43.900002,17.191389
4891,서예윤,37,대전 팔달구 123-45,010-1014-3690,남성,171.699997,91.699997,31.104893
4892,조예솔,44,청주 유성구 123-45,010-3058-2603,남성,160.600006,79.900002,30.978163
4893,김진영,31,세종 덕양구 123-45,010-4126-3945,남성,176.899994,93.300003,29.814398
4894,조유윤,29,광주 기흥구 123-45,010-5351-6460,여성,158.699997,64.099998,25.450960
4895,조도슬,64,남양주 동구 123-45,010-3446-9532,여성,166.399994,50.099998,18.093857
4896,장아솔,43,안산 흥덕구 123-45,010-4590-4824,여성,156.199997,75.599998,30.985592
4897,조은솔,40,용인 흥덕구 123-45,010-7310-4700,남성,153.800003,91.300003,38.597408
4898,박소슬,44,수원 성북구 123-45,010-5004-4758,여성,170.300003,64.699997,22.308735
4899,한은율,74,창원 기흥구 123-45,010-4966-2785,여성,171.699997,92.699997,31.444096
4900,신서윤,79,남양주 수성구 123-45,010-2620-9992,남성,168.899994,64.300003,22.539886
4901,최진영,62,고양 일산동구 123-45,010-5309-2514,남성,156.600006,50.299999,20.510885
4902,신채아,41,포항 유성구 123-45,010-9148-2365,여성,166.399994,92.500000,33.406822
4903,서민서,79,포항 진해구 123-45,010-5130-7870,남성,158.899994,71.400002,28.278114
4904,이서훈,33,인천 팔달구 123-45,010-1645-5544,남성,164.899994,73.400002,26.993225
4905,정나유,47,남양주 성동구 123-45,010-2594-5465,남성,165.300003,80.500000,29.461182
